id,alpha
277777,4
275303,3
270060,2
279898,2
279922,1
272964,1
281390,4
278678,4
279407,4
270897,1
280939,2
275520,2
273730,1
275427,4
274530,2
274281,3
270528,2
273740,1
279849,1
276144,3
274574,2
276459,2
272659,4
280215,4
280386,2
277614,2
278643,4
279092,1
277519,4
279385,4
270441,3
279749,2
275102,4
276396,4
274534,4
280489,3
275584,2
275846,2
280066,2
270525,4
277575,4
272959,2
279381,2
279052,2
274363,4
281182,1
277909,2
270598,2
279877,2
276662,2
271312,2
281531,2
271481,1
273078,2
272148,1
270886,4
279479,1
271142,1
272147,1
273725,3
270118,3
273661,2
272221,4
278399,1
275541,2
275189,2
272747,2
280524,4
275745,4
274689,1
278683,3
278763,3
278221,2
275812,3
280085,4
277639,2
277255,4
280945,3
273003,2
274575,2
277134,2
279300,1
279309,3
276643,1
271305,4
273510,2
273706,2
274481,1
280866,2
277181,2
279758,4
279618,3
277564,3
276295,2
273577,2
277987,2
270810,1
271783,2
277993,2
277214,1
274127,2
276051,2
270922,4
272924,4
280395,2
278263,4
280937,4
271700,3
271418,2
270331,3
273117,2
273937,2
272121,3
270497,2
271833,1
273032,3
275823,4
276680,3
277340,1
271177,4
278440,2
270098,3
280595,4
275997,4
273573,2
271969,2
279182,4
275649,3
280615,2
270858,4
272904,1
278978,2
274785,2
272175,4
272350,4
272759,4
281365,4
276786,2
280361,2
273806,4
281529,1
273055,4
278412,4
273925,2
274773,2
279505,2
279312,2
273631,4
279249,1
271934,2
272149,1
270699,2
279099,2
271458,1
280236,4
273513,2
273139,2
275646,2
281344,2
276515,2
279790,2
272538,3
277624,3
274446,1
274770,2
281275,4
279107,2
275953,1
277143,3
276458,4
271504,4
275289,2
275025,4
278156,1
277861,4
277424,4
275756,2
270168,3
279476,4
277412,2
281160,2
272981,2
280830,2
270190,1
277999,4
271686,1
270285,4
271211,4
276820,2
278625,2
280004,3
278716,2
270989,2
277755,2
275964,2
279664,1
274419,3
279963,1
272696,4
273464,2
277984,2
271023,1
278767,2
274042,2
275249,2
278233,2
274679,3
278968,1
271898,3
280561,4
270363,3
277890,4
272679,3
278420,1
275516,2
277450,2
278755,4
274183,2
276233,1
277382,4
279022,2
278717,3
274909,3
280996,4
276601,2
270589,2
276890,4
280384,3
277378,2
277179,4
270149,2
270770,2
272276,2
275178,2
272461,2
276558,1
273857,2
271468,2
271571,2
276355,4
272661,1
276881,2
274927,1
278145,2
276555,2
274593,4
272744,2
276475,4
277732,3
276695,1
279512,4
272635,1
276615,2
274899,2
279503,1
279745,4
278170,2
279237,2
271319,4
271977,4
275432,2
278190,1
275011,2
271456,2
277618,4
276466,2
275282,2
281004,2
275639,2
270030,3
279842,2
270385,1
280588,2
277632,1
274691,3
272708,3
275159,2
274454,3
281273,4
270361,3
273764,1
276240,1
271431,3
276412,2
275623,3
272872,2
277028,3
274401,2
271768,2
270313,1
280194,2
280280,1
279448,1
276745,2
271848,4
278444,2
278836,3
278558,2
277146,1
275885,2
277946,2
276822,3
279717,2
275658,2
279634,2
276511,2
272867,2
270074,2
279355,2
280905,2
280074,2
271475,2
271646,2
275260,2
276398,2
275404,2
281473,4
280292,2
272234,1
276040,2
276594,4
273549,2
274392,2
276114,2
273029,1
279192,4
270150,3
275275,4
272315,3
278602,2
279925,3
278082,2
270136,2
277686,1
274715,4
270907,3
280424,1
275434,2
273904,3
273209,4
273462,2
280596,2
280822,1
273305,1
276277,3
280405,2
271774,2
280019,2
276383,2
278895,4
271940,3
279361,4
278075,2
276589,2
271162,2
280464,3
274221,3
274449,3
276016,3
274307,2
272426,4
271318,3
280944,4
279145,3
271952,1
273111,4
279187,2
271308,4
278562,4
279285,4
270132,1
280904,2
273184,2
276042,2
276720,2
274002,4
275874,2
276374,4
276451,4
278476,1
278463,2
270152,3
277952,4
270028,4
273236,2
280973,4
277282,4
276947,2
280695,2
272748,2
278184,4
276847,4
281437,1
275033,2
270291,3
272707,4
274981,2
273566,1
275161,3
278473,2
273028,2
278157,2
273905,2
280231,2
279859,2
270943,3
280519,4
277427,2
270075,4
270024,4
270941,1
271286,4
277269,2
278789,1
276247,2
270334,4
272693,4
272549,1
275399,3
275176,2
275367,2
278553,2
276626,2
273344,4
272917,1
270909,2
280577,1
270404,4
273059,2
276575,1
276595,2
272773,2
275510,2
276742,4
281242,2
280137,2
271042,2
273829,2
273026,1
278204,1
279784,2
274801,4
277552,3
277649,4
279488,2
276696,1
270560,2
273244,4
280077,2
281164,1
272268,1
276576,4
278554,2
274083,2
271437,2
271407,1
281059,1
274507,2
277713,1
275228,2
270419,2
271905,4
280259,4
271615,3
279636,3
278489,3
279517,3
275406,4
281013,3
276194,2
271074,2
280797,1
272402,2
270257,2
270689,2
274746,1
276629,2
279419,3
276490,2
278754,2
274084,2
277723,2
278536,2
279098,2
274134,2
281431,3
280788,2
270353,4
279172,2
277377,2
278100,3
277849,4
279482,1
281023,1
275081,3
273733,2
280855,2
275120,3
278037,2
273666,2
276663,3
278041,2
277373,4
277433,4
272991,1
276179,2
271806,2
278632,3
275999,2
273476,2
275149,2
274882,2
273302,2
274387,2
280319,2
279105,2
277111,2
270595,4
279964,2
272241,4
273583,1
278253,2
270911,4
276391,1
279843,2
273356,2
270561,4
274953,2
280480,2
273264,2
275966,3
274361,3
278772,2
279975,3
271606,2
270778,1
279743,4
273259,2
279045,2
271771,2
278262,4
270500,1
275700,2
273600,2
278907,2
276221,3
278293,1
270454,2
275127,2
272547,4
278773,4
272942,2
277430,2
275901,2
280597,4
279283,1
279193,4
277705,2
275589,1
270768,4
274958,4
276263,2
273980,1
279651,1
279006,2
272006,2
271126,2
278728,2
273872,4
276677,2
278840,1
276283,2
270133,2
270527,3
275295,2
276410,2
274592,4
276761,1
280902,3
277628,1
271762,2
273194,2
280171,2
278850,1
275242,1
281548,4
278967,4
278353,2
273407,4
275285,2
272014,1
277381,2
277617,4
281033,3
279892,3
272395,3
281498,2
280535,2
273217,4
270866,2
272291,3
278898,1
273409,2
270875,2
276322,3
279972,2
277271,1
272690,2
273934,3
277989,2
280101,2
270250,4
279272,2
273128,4
281328,3
277657,2
276986,4
277416,2
272999,2
271304,2
278855,2
276887,2
271245,2
273605,1
271210,2
272599,2
271338,4
278388,2
276203,2
278601,2
279599,4
279384,3
275718,1
274667,2
270532,2
275094,4
272589,2
274508,4
280393,4
270221,1
273115,2
281244,3
279168,4
272327,3
278188,3
275067,2
277543,2
273895,2
275710,2
278636,1
281281,3
271044,4
271559,4
273561,4
278987,2
273636,1
281314,2
276261,2
275869,4
277110,2
272113,3
270128,2
275470,1
278842,2
274139,2
278451,2
273148,2
275419,4
278583,2
275034,4
276825,1
272062,2
275986,2
275837,2
275883,2
278950,3
273378,2
277507,2
270440,1
279663,2
279592,2
270865,3
281486,2
278905,2
279620,2
281022,1
280320,3
279682,4
277032,3
275859,3
276087,3
271473,3
270113,1
273162,1
281103,2
277052,2
271807,2
280954,3
275714,1
275831,2
280658,1
278187,2
280763,2
280199,2
271948,1
272264,2
270130,2
272585,3
270026,2
281292,2
273853,3
270955,3
272507,3
279787,4
274997,2
274044,2
280327,2
275441,1
272447,2
272621,2
279302,4
271294,2
274537,1
276541,4
275512,2
281224,2
270698,1
272152,4
275234,2
278972,4
273481,4
276906,2
273855,1
278497,3
280940,3
274886,4
272375,2
272619,4
277977,2
280964,2
274847,3
273004,2
279769,3
273056,4
279577,2
272428,1
273089,4
280846,4
281011,2
278896,4
272114,4
281536,1
278213,3
270836,2
274869,3
280050,2
276351,3
280472,4
274269,1
275968,3
279531,3
271288,2
278339,2
276989,2
275305,4
276984,2
275049,4
274798,3
274059,1
278851,4
274608,2
274130,2
279950,2
273381,3
276419,2
278025,2
279515,2
275577,3
271113,2
273649,4
277998,2
270611,1
273240,2
277598,4
279029,2
276867,2
270444,2
277364,2
277374,2
279561,1
281082,4
273617,2
271455,3
276213,3
280065,2
275335,2
270557,2
277971,2
281254,4
273642,2
272032,3
279756,4
274814,2
276828,2
277402,2
276981,1
279709,2
270184,1
271598,4
272683,3
278794,3
273394,2
278239,4
270336,2
281524,2
272278,1
272947,2
279500,2
272666,3
280787,4
274826,4
278662,2
277842,3
276269,4
271890,2
272519,2
276122,3
278713,3
280015,2
276609,3
272612,1
271327,3
274938,2
275143,1
275569,1
270692,4
278921,3
276413,3
273177,2
278001,3
278383,2
276289,2
275784,2
281261,2
280021,1
276161,4
275596,4
281373,3
271365,2
276736,4
274751,2
270825,2
273798,2
272478,1
276638,1
273723,4
274513,3
279949,1
273930,2
271628,2
275314,2
279674,1
279795,1
272301,2
281243,4
276499,1
276757,2
280547,2
273233,1
274046,2
276808,3
272614,2
275167,1
280448,4
272004,3
276378,3
280842,2
271019,2
280589,2
271104,2
271158,3
271115,2
274351,3
272718,4
274960,2
273690,2
276964,3
276756,2
278472,2
280054,4
276559,2
280484,2
276460,2
274720,1
271116,2
271123,4
273697,4
273191,1
278849,2
274696,4
274176,3
278726,1
271411,3
271900,4
278459,1
271778,1
272311,1
274706,2
278491,4
274519,2
274739,3
276705,2
280089,1
277570,2
278357,3
281068,2
277636,4
271707,1
277587,4
271532,3
270666,2
278642,4
276799,2
281111,1
279757,4
273594,4
280629,2
273864,3
277422,2
280951,2
272512,2
280965,2
274434,4
281161,2
271692,4
273729,3
279912,1
280011,2
281206,2
280400,3
270824,3
280160,2
270393,1
277125,3
279038,2
275073,2
273683,3
277822,2
278069,3
274699,1
273783,2
274121,4
272280,2
273012,4
279344,2
280275,2
281324,2
270324,2
274951,2
276405,4
278051,4
278901,1
279677,1
277568,3
276115,2
278024,3
271247,2
277200,3
276169,3
274627,1
274417,4
276268,4
275766,1
271204,1
270916,2
275346,4
274661,3
279520,3
278922,2
273425,1
271498,2
280075,2
281236,2
270898,4
275802,2
271721,2
272347,2
271348,4
272160,3
270191,2
279463,1
273528,4
273071,2
279201,2
275891,2
270548,2
271999,2
276317,4
279474,2
271801,3
274193,2
272793,1
278375,4
271906,2
276665,4
277160,2
272756,2
281479,2
275759,4
278080,2
278700,2
277248,4
280946,2
278737,2
274694,2
280414,4
274900,1
275747,3
270954,2
270350,1
273994,4
279775,2
272772,2
279891,2
270358,2
278409,3
275736,2
280443,2
275621,2
278680,1
281077,2
278847,2
272749,2
278752,4
278379,2
279013,3
270822,2
270403,4
270986,2
271071,2
275132,1
276838,3
280475,4
270740,4
272187,4
276309,2
277332,1
272085,2
277775,4
279432,4
276608,2
271000,1
275531,4
273419,2
280888,4
271620,4
277599,4
272156,4
278887,1
271570,3
276118,2
272319,2
271665,4
272072,2
276097,2
272751,3
276358,3
275150,2
278797,2
277812,2
270906,2
277581,2
280553,1
273428,2
278694,2
270706,2
281152,2
276291,1
272680,2
274192,2
273791,2
281109,4
275013,2
270622,2
271362,4
275311,1
270204,2
272440,2
275614,2
274001,2
279729,2
272430,4
271325,2
273539,2
274117,1
281371,1
274105,2
276891,2
271740,2
275162,2
271273,4
279140,2
279533,4
276879,1
271471,4
278996,4
281530,3
280363,2
281435,4
276142,2
272449,2
279377,2
277528,2
280990,2
280682,4
271631,2
274312,4
271396,4
271510,4
276528,4
271957,3
273311,1
271127,2
279231,2
275204,4
270029,4
270773,2
271684,2
275047,4
270994,4
272697,3
275517,2
274917,2
272378,2
276335,2
273249,4
272567,4
278593,1
275478,1
278195,1
278480,2
275023,1
270514,2
274479,3
274275,4
279335,1
277162,1
276539,3
279982,2
275583,2
279021,2
280721,2
274622,2
272868,2
272365,2
280674,2
276282,1
273144,4
274100,2
281175,1
278104,4
270671,3
276494,2
277582,2
279990,2
278350,2
279742,1
279253,2
272876,2
270426,2
280533,1
270091,4
273515,4
276029,3
274839,2
271983,3
280896,4
275544,2
279271,2
276670,2
273063,2
280399,2
271706,4
280396,2
275128,2
270708,2
270979,2
281542,2
270110,2
277265,2
276948,2
271868,1
273289,4
277670,2
271971,1
272163,4
273170,4
270111,2
275187,3
271712,4
276024,2
273878,2
280162,4
279352,2
270877,2
272112,2
274077,2
273698,3
274129,1
271292,4
274609,2
277174,2
281286,2
276587,4
281579,4
278762,2
271051,1
278467,2
273615,1
279167,2
273121,1
277724,2
275037,1
276227,2
270376,2
280456,2
270874,4
270320,1
280313,2
271317,4
279040,2
281092,4
275199,2
274617,2
270271,2
277980,2
273429,1
274925,2
275956,1
281172,2
272878,4
275642,1
275181,2
278395,2
280382,2
279232,4
270311,2
272372,4
280251,4
270987,2
276298,2
270305,4
281157,1
277546,2
280568,1
274709,2
280691,3
275312,2
272033,2
280686,2
274854,1
277073,1
276957,3
274381,4
270147,1
277678,4
276423,3
280271,4
273171,1
276023,1
273687,1
274546,2
272881,2
278231,2
276432,4
277848,2
278577,3
277204,2
273530,1
273903,3
277245,1
280232,2
273329,2
270359,3
272825,2
272823,4
270391,4
280445,3
272490,4
273449,1
278524,3
276141,2
272521,2
280311,1
281084,3
278487,3
275929,2
278308,3
270428,2
276938,2
279848,2
278418,2
272598,3
273616,4
270056,2
270830,3
270159,2
277917,1
277167,4
277089,4
278942,2
278654,3
272616,1
271795,4
276513,2
277346,3
270081,1
273931,4
270709,1
270268,2
281184,4
272326,2
276135,3
280502,1
279804,4
271340,1
273450,4
278571,3
280141,3
271381,2
280083,4
274939,1
275594,3
272813,2
281167,3
273366,2
271239,3
274760,3
273816,1
276942,2
279180,3
280781,1
271884,2
280550,2
278994,2
270910,4
279343,2
276889,3
277650,2
278021,2
277305,2
270193,1
271283,4
281141,1
280323,2
277276,1
272210,4
278982,4
272515,2
270817,2
273208,2
274910,4
281105,2
279225,2
281465,4
277574,3
281108,2
274487,2
279061,2
273897,2
278058,2
276793,1
270293,2
281347,2
273109,4
271808,3
279209,1
273968,4
272281,4
280304,1
276318,2
277956,3
275579,4
276043,2
278904,2
278640,2
276046,4
270665,2
280217,1
272083,4
274741,2
274525,3
277136,2
273097,4
270425,3
280140,3
271453,4
275017,1
276324,4
276669,2
273282,3
280226,2
271346,3
277827,3
278242,2
271103,2
278549,1
280152,2
270996,2
276773,3
280938,2
270616,2
276811,4
275619,2
275960,3
277659,2
274119,2
272715,4
279829,3
277603,4
270564,1
280233,2
273665,3
277655,2
277188,3
281046,1
273365,2
273183,3
273746,2
270065,3
277731,2
279754,4
272048,1
274382,4
273453,1
274857,3
273235,2
276100,3
271642,4
279606,1
270356,1
272998,2
280181,1
280726,3
271722,2
272940,1
275522,2
270650,1
274596,1
277390,2
271659,3
270932,1
271611,2
279748,2
273210,2
276603,3
274937,1
277119,4
278432,3
274563,2
279042,2
273554,2
277728,1
273672,2
280483,3
277452,4
272951,4
277510,2
275131,2
272233,2
276694,1
270788,4
274349,2
274823,2
276681,4
275667,4
277547,4
277924,3
273411,2
278228,1
276255,4
270511,2
276482,2
274716,1
278673,1
278564,3
278462,2
271891,2
277233,4
273207,2
280173,4
275148,2
271837,2
274658,3
276204,3
271717,1
278701,2
274340,2
274703,3
272475,2
278437,2
273412,2
271932,3
270025,2
279306,2
272060,2
279002,2
278505,4
280747,2
275268,2
273075,3
273185,2
272460,1
271968,4
270405,4
270420,2
279821,3
281215,4
271300,4
274754,2
272511,1
281319,1
275218,1
271551,1
277337,4
270724,3
280988,2
273273,2
280196,1
280517,3
273574,2
270762,2
278090,1
280887,2
270210,1
270558,3
277554,1
275462,3
271495,2
279159,2
270757,2
272198,2
276258,4
278608,2
271970,2
271564,4
278053,3
273309,4
278073,4
277717,2
270269,3
279915,3
273990,2
272730,1
279817,1
276699,4
276175,2
278192,4
274494,3
278372,4
276367,2
272530,2
272953,2
280997,1
270378,1
271581,2
280442,4
275375,3
275805,2
275508,1
277405,2
274697,4
281075,2
279547,1
279698,2
281351,3
278283,4
271410,4
280435,3
272694,3
279208,1
271395,2
279001,2
279318,4
278703,2
281388,4
274405,4
276146,1
279833,4
278997,2
279658,1
279661,2
281268,3
275625,2
270071,2
280330,3
273478,1
275485,2
275074,3
279170,2
272008,1
278234,4
277131,2
280657,2
277626,1
280898,1
272318,2
275635,3
278958,2
275862,1
276834,2
275160,4
276223,1
279734,2
276944,2
273298,2
273796,3
281356,4
280626,2
272763,4
270289,2
277083,1
275085,2
273254,2
273799,2
271090,2
276167,1
273008,1
278223,1
280244,1
271196,3
274791,4
280380,1
281315,2
281399,2
270504,2
280772,4
275980,2
273030,2
274196,2
279293,4
279320,1
274428,2
279543,2
274354,1
280718,3
278227,4
276155,1
274191,2
276189,1
274110,1
281145,4
279166,3
271568,2
280069,3
274499,2
277869,1
270228,2
280769,4
276409,3
274788,4
273777,2
277496,1
274262,2
280515,2
275211,2
277821,4
271173,2
277465,4
280815,3
279536,3
276082,3
279904,2
275036,1
271388,2
274250,3
278933,2
274707,3
270069,2
273543,2
271067,4
273321,2
279550,2
280912,2
281218,2
273766,3
276113,2
270599,3
272564,2
275604,2
275770,2
277696,4
272863,1
280522,4
280800,1
272298,2
278892,2
272217,2
278433,2
277047,2
280446,2
279173,3
278605,1
277087,4
272451,2
276205,2
281439,2
280418,1
279266,3
275684,2
274217,4
276013,1
275353,2
276976,4
281509,1
279529,4
271493,2
274289,2
270431,1
277323,2
275083,2
276102,3
279486,2
280347,2
278312,4
272199,1
281060,3
272300,2
275810,2
279470,3
270779,2
273651,2
274328,4
279461,4
270020,1
277611,2
278746,3
281216,1
271192,4
277456,1
277068,1
276182,2
278697,2
278732,2
277809,2
278585,3
281198,2
279000,3
272443,2
273525,4
275543,2
270681,2
273659,2
273612,3
270625,2
275357,3
280290,4
278244,3
274294,2
272568,4
277834,2
270748,3
276760,2
279908,4
275343,2
278070,4
275946,2
274480,4
272541,3
274796,1
275687,3
277004,2
275525,2
277919,4
272556,1
274635,2
281278,2
274988,2
272414,2
272725,1
276883,2
278485,2
272191,4
277781,4
270871,1
281129,4
273173,4
273247,2
270761,4
277521,2
277529,2
279780,4
272463,3
277787,4
272995,4
276903,2
279890,2
270613,2
270992,2
271549,3
279236,1
276181,2
271293,2
270942,2
270652,1
274004,3
271652,4
277359,3
274765,2
281400,2
278050,4
273000,3
270059,2
271672,2
275586,2
276425,1
272018,2
270758,1
280639,3
272963,2
276785,1
278038,3
280298,1
275518,2
277682,3
276504,2
272743,1
281038,1
271663,1
273104,4
270549,3
275264,2
276446,3
273192,2
273620,2
276357,4
277189,3
272434,3
273775,3
273734,3
280035,3
280481,2
280255,4
278745,2
280046,2
270575,2
274655,4
278285,1
272459,1
279600,1
277681,3
273540,1
281200,2
270276,2
271657,1
279438,2
277278,2
274075,1
273064,3
271577,2
272770,2
278236,3
272609,2
273274,2
275281,4
271091,4
279213,2
270662,3
273334,2
271307,2
278622,4
278415,2
272703,2
273703,2
275690,4
274973,1
274211,2
279931,3
279202,2
274660,2
277903,4
280350,2
280679,2
273699,1
279301,2
279415,1
271512,2
272140,2
276244,4
274137,2
279527,1
271982,3
280725,2
271548,4
279423,2
275208,2
280742,4
276616,2
271809,2
271380,2
276404,2
272988,1
276860,2
271731,2
278161,4
279468,1
270459,2
272157,3
271526,2
275065,1
275301,4
271744,1
272689,3
280837,2
275650,2
279959,4
272368,2
273559,2
277050,3
280516,1
277394,1
274904,1
272562,2
279239,2
278009,4
273556,3
280625,2
279718,1
270631,2
271017,2
270104,2
279003,2
280049,1
271100,1
274761,2
274565,4
278108,2
281557,4
270496,3
274748,2
272656,1
272348,2
278471,4
270588,1
280607,2
278986,3
270883,3
276988,2
280927,4
271062,2
276337,4
274416,2
276655,2
275125,1
275041,2
277229,4
281348,3
275722,2
272832,2
281493,3
270048,2
272214,3
273342,3
270641,2
277320,2
280227,2
270437,1
279264,1
279095,1
274865,2
275276,1
275912,1
277318,3
270348,3
273976,2
281464,2
279969,4
274181,1
271161,2
277413,2
275514,2
277215,2
274843,2
277892,2
278176,3
273255,2
272710,2
277251,2
278220,3
272777,2
273721,2
279590,2
274580,3
271223,2
273351,4
274717,4
270929,2
279919,2
281363,2
277026,4
278743,4
281506,1
274365,1
272677,3
281410,2
275878,1
281170,4
276137,2
271529,2
281301,4
276734,3
270238,1
277884,2
280604,3
278180,4
277163,2
280211,2
280073,3
279579,2
272437,2
270187,3
273353,3
279625,1
277852,4
279939,2
273223,4
279440,2
277066,4
275171,2
276537,3
277727,2
276444,2
274444,2
275886,1
278989,1
278980,1
274142,2
272286,2
279316,4
272260,2
271194,4
271534,2
273140,2
276750,2
271233,2
275377,3
275221,2
281560,2
276653,1
274587,2
270087,4
277747,3
275948,2
277722,4
275564,2
270317,2
274867,3
280150,1
279871,2
275069,4
277157,2
280496,1
270823,2
279365,1
280081,4
275190,1
271496,2
270079,3
273717,3
273399,2
277158,2
272755,1
281454,2
274166,2
274093,2
271435,4
274543,2
277065,3
280711,4
270568,2
277926,2
275230,2
270412,4
277973,1
273033,3
277329,3
281228,4
270860,4
270701,3
272618,1
275800,3
274411,3
273015,4
278859,4
270433,1
280733,2
271538,2
275082,2
280163,4
276266,3
273293,4
281436,2
271047,4
279893,2
277631,2
272105,3
281127,1
281203,1
276362,3
271810,2
279327,3
270734,2
274156,4
276627,4
281543,4
271800,4
276021,2
275601,2
270219,4
276862,3
271767,4
281311,2
273794,2
271117,2
272760,2
271030,2
276041,1
278711,2
274728,4
274916,2
278406,1
270604,2
276015,2
280825,1
272508,4
276208,2
277493,4
274388,2
271459,1
273330,2
275748,3
278580,2
276683,4
273090,2
278607,1
278267,4
276427,3
275255,2
272495,4
278288,4
274804,2
270097,2
270546,3
280407,1
280061,2
274572,3
273920,2
277514,1
281494,2
276267,1
274794,2
281070,3
278186,2
280590,2
270254,2
279991,3
275321,2
278150,2
275950,2
279870,2
278766,2
278800,2
276886,2
279875,2
271511,2
281578,3
271002,2
274630,4
272620,2
275688,3
277088,2
271282,3
276753,2
273325,1
273422,2
272932,2
276473,1
275726,3
274426,1
278544,2
279328,3
270173,1
272846,2
271649,4
279111,3
271392,1
273167,2
270181,2
271295,2
272235,2
271241,2
272901,4
280693,2
281154,1
279788,2
275673,2
273125,4
273909,3
277703,2
276826,2
280192,4
271674,3
281134,2
275342,3
275552,2
270559,2
280922,2
273743,2
279558,2
274653,4
271036,4
278705,3
271902,4
277313,2
270306,4
273945,2
279626,1
271329,1
271129,2
273406,2
274126,2
274414,2
276556,4
275443,2
276462,4
280214,4
279853,4
276328,4
278941,2
271658,4
279643,2
280685,4
276168,4
270368,2
274483,2
271409,2
279398,1
270759,2
271408,2
276377,2
281484,2
272406,2
276463,1
281525,1
272303,4
272109,1
273761,2
279785,1
281433,4
281452,1
281466,2
272833,4
270982,4
277840,2
273724,3
281106,2
270017,2
271871,2
273239,4
278556,1
275056,2
270522,3
281521,4
279862,2
281104,2
275272,2
271895,4
270341,2
273286,4
272638,1
279071,4
280885,2
276645,4
277990,1
270386,4
278670,3
273199,4
273999,2
278611,4
275336,1
275915,4
271857,1
280953,1
272758,2
280714,2
275059,3
277692,2
272976,4
279404,3
277699,2
278446,2
281576,1
278586,2
278054,2
275841,1
274876,3
273779,2
275389,2
279081,2
271154,2
275382,2
277562,2
271344,2
278002,1
275018,2
270292,4
278321,2
271438,1
274511,1
275779,2
279837,4
276467,2
277871,4
279126,2
278704,2
276293,1
274860,2
280770,2
270592,2
272678,4
274095,2
271595,2
278015,2
276871,2
281350,1
279906,4
277922,2
271311,2
270395,2
280976,1
270364,2
274391,1
270608,3
280611,2
274246,4
277357,2
272050,2
281491,3
280410,1
273922,1
280378,2
272809,4
270402,2
276770,1
279874,1
274485,3
273767,2
276656,2
270207,2
281322,2
276469,2
277039,4
275075,4
278419,2
270753,2
278848,2
279451,4
272536,1
273826,2
280373,2
278718,2
272817,3
279057,1
278966,2
275753,2
280284,4
275456,2
274701,3
271579,2
278434,4
271936,2
274956,3
271218,2
271726,1
276623,3
276126,2
275582,2
278247,2
271728,2
275306,2
276929,4
279195,1
270715,2
279032,2
272856,2
274643,2
281490,2
279233,1
270842,3
275435,1
277766,4
279447,2
279933,2
278229,4
272699,1
271515,3
273018,3
281430,2
279336,2
281258,2
280601,2
271732,2
274462,2
272208,3
279864,2
278064,1
276710,4
278086,2
278575,4
270542,4
277784,3
278873,2
281570,1
277585,2
279910,3
277595,3
275935,1
279255,1
276173,2
276352,2
274598,1
274972,2
270503,4
278759,2
270077,2
277612,2
274167,2
278730,3
273954,2
273849,3
281003,2
277669,2
274482,2
275894,3
279133,2
278785,2
274087,2
272923,2
274767,1
275904,2
277786,2
270148,3
273359,3
276945,1
276026,1
274864,2
280638,2
278955,2
276751,1
273300,4
273526,2
272532,4
281405,3
280643,2
272516,2
272273,2
272400,4
277623,4
281253,2
275134,1
275137,3
277025,3
275613,4
280646,2
273956,2
270606,3
271759,1
281166,2
279669,4
277117,1
270677,3
275188,1
272500,2
271397,2
274409,1
272711,2
280739,2
272357,2
281027,2
270217,1
279334,4
277744,2
272320,2
275903,2
271320,1
273221,4
281555,1
271683,2
279768,4
275122,3
275969,1
270088,2
273645,2
274897,2
277059,1
273039,4
278109,4
279340,1
271980,2
274919,2
271331,3
272167,1
278336,2
275315,1
278777,2
273748,2
271333,1
278613,4
275941,3
280100,3
275302,4
275271,1
270968,4
277805,2
279244,2
279070,2
280619,1
274410,3
277970,2
274599,2
274526,3
270380,2
279380,1
273020,4
273213,2
276972,2
281094,4
271946,2
276797,4
276099,3
271562,1
276395,4
281575,4
281247,2
277398,2
279350,2
273908,2
278667,1
275693,4
276185,2
277030,2
281069,4
271666,1
276892,1
280767,1
281283,2
279881,2
280170,1
275152,1
272494,2
279459,1
273401,2
275070,2
278595,2
271364,1
279830,2
273719,2
275449,1
276741,2
273098,2
278637,3
279243,4
280909,1
275721,2
279258,2
277055,3
281492,2
276962,2
275299,2
275184,3
281055,3
273067,3
275080,2
279088,2
270629,1
274071,2
279150,2
277223,4
271671,4
272336,2
279333,4
271268,4
277741,4
272254,4
272136,2
279696,2
276917,2
273844,2
278513,1
278411,2
272797,2
274838,4
276152,2
279976,4
270236,3
271689,1
281290,4
275702,3
277846,2
279827,3
277951,2
278912,1
270952,2
280447,2
272488,2
273538,2
280948,1
273831,1
277978,2
271522,2
272046,1
277049,2
280582,2
270792,2
272261,3
281260,4
280106,2
280630,1
270516,4
281426,2
272165,2
277147,4
277908,4
279164,1
272829,3
274504,4
277441,3
278360,1
274721,2
273088,2
276715,2
280250,3
280942,3
271387,2
274099,2
276975,4
273110,4
272367,2
278072,1
270240,3
275897,2
273709,4
273862,2
281222,2
272065,3
278291,4
274591,3
278310,1
280801,2
272066,4
281201,2
270085,2
278225,2
280092,3
279591,1
281005,4
280274,2
276612,2
270142,2
274647,2
271171,2
281425,4
280129,2
279802,2
276075,3
274999,1
277967,2
278141,4
280002,2
277379,3
277652,2
279067,4
279940,1
279110,3
273828,4
280237,1
281085,3
278690,2
271428,4
278660,3
277046,2
277817,2
271472,1
275708,4
274066,3
276399,1
276674,1
270802,4
277609,1
274441,3
273686,4
276301,2
277295,3
280490,3
278457,2
270963,4
271227,2
271377,2
278534,1
281307,2
276554,2
275498,4
275855,3
278652,2
277034,2
273006,2
274665,3
276579,4
272155,2
278426,3
270900,2
270733,2
270487,2
271610,2
274690,3
279763,1
272316,3
273212,3
270710,1
276359,4
270713,4
275492,3
277643,3
279169,4
279176,2
272108,2
274425,2
281407,2
274024,4
271735,1
274423,4
277457,2
270540,4
273981,4
275338,2
280935,2
281149,4
278107,2
273606,4
274588,2
273410,1
272092,4
276971,1
277232,2
275938,2
278824,1
277428,4
274094,2
274068,2
271352,3
275555,2
273546,1
281280,3
281386,3
279508,2
272306,1
279279,4
280881,3
280088,4
278827,2
273711,3
277380,4
273314,2
280743,2
275549,3
276835,2
279917,2
271838,1
270774,2
276855,2
274214,4
281505,2
280753,1
280536,3
270601,3
280991,2
277839,2
280210,3
279573,4
274692,2
277752,1
277833,2
276206,1
275703,2
273614,1
270958,2
272882,2
279902,2
